Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01323","Oranges","2020","2020","100 g/ha","80011","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01323","Oranges","2020","2020","t","4.8","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","150","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","100 g/ha","74746","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","1121.19","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","4965","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","100 g/ha","70301","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","34907.8","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01342.01","Pears","2020","2020","ha","1","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01342.01","Pears","2020","2020","100 g/ha","60015","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01342.01","Pears","2020","2020","t","3","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","1","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01235","Pumpkins, squash and gourds","2020","2020","100 g/ha","219011","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","16.64","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01802","Sugar cane","2020","2020","t","54.45","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","1","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01324","Tangerines, mandarins, clementines","2020","2020","100 g/ha","34033","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01324","Tangerines, mandarins, clementines","2020","2020","t","2.38","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01234","Tomatoes","2020","2020","ha","300","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01234","Tomatoes","2020","2020","100 g/ha","48137","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01234","Tomatoes","2020","2020","t","1444.11","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5312","Area harvested","01221","Watermelons","2020","2020","ha","3","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5419","Yield","01221","Watermelons","2020","2020","100 g/ha","216071","E","Estimated value",""
"QCL","Crops and livestock products","262","Djibouti","5510","Production","01221","Watermelons","2020","2020","t","64.82","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","ha","33326","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","100 g/ha","8836","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","t","29447.19","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01341","Apples","2020","2020","ha","32450","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01341","Apples","2020","2020","100 g/ha","231495","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01341","Apples","2020","2020","t","751200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01343","Apricots","2020","2020","ha","3850","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01343","Apricots","2020","2020","100 g/ha","172156","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01343","Apricots","2020","2020","t","66280","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01216","Artichokes","2020","2020","ha","16550","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01216","Artichokes","2020","2020","100 g/ha","187915","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01216","Artichokes","2020","2020","t","311000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01312","Bananas","2020","2020","ha","31139","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01312","Bananas","2020","2020","100 g/ha","432577","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01312","Bananas","2020","2020","t","1347000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0115","Barley","2020","2020","ha","28871","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0115","Barley","2020","2020","100 g/ha","37768","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0115","Barley","2020","2020","t","109041","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01701","Beans, dry","2020","2020","ha","37455","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01701","Beans, dry","2020","2020","100 g/ha","33427","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01701","Beans, dry","2020","2020","t","125200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01702","Broad beans and horse beans, dry","2020","2020","ha","25750","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01702","Broad beans and horse beans, dry","2020","2020","100 g/ha","48591","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01702","Broad beans and horse beans, dry","2020","2020","t","125123","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01243","Broad beans and horse beans, green","2020","2020","ha","18704","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01243","Broad beans and horse beans, green","2020","2020","100 g/ha","93293","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01243","Broad beans and horse beans, green","2020","2020","t","174496","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01212","Cabbages","2020","2020","ha","16580","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01212","Cabbages","2020","2020","100 g/ha","285434","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01212","Cabbages","2020","2020","t","473250","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","4950","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01229","Cantaloupes and other melons","2020","2020","100 g/ha","273131","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01229","Cantaloupes and other melons","2020","2020","t","135200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","7060","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","277054","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01251","Carrots and turnips","2020","2020","t","195600","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","3980","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01213","Cauliflowers and broccoli","2020","2020","100 g/ha","288945","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","115000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","1650","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01703","Chick peas, dry","2020","2020","100 g/ha","35952","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01703","Chick peas, dry","2020","2020","t","5932","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","17038","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","100 g/ha","36280","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","t","61814.71","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","47239","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","100 g/ha","183535","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","867000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01706","Cow peas, dry","2020","2020","ha","1962","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01706","Cow peas, dry","2020","2020","100 g/ha","36876","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01706","Cow peas, dry","2020","2020","t","7234.42","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","20750","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01232","Cucumbers and gherkins","2020","2020","100 g/ha","213735","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","443500","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01314","Dates","2020","2020","ha","50550","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01314","Dates","2020","2020","100 g/ha","338516","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01314","Dates","2020","2020","t","1711200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","ha","1102","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","100 g/ha","47143","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","t","5193.33","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","46890","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01233","Eggplants (aubergines)","2020","2020","100 g/ha","272627","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","1278350","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01315","Figs","2020","2020","ha","35750","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01315","Figs","2020","2020","100 g/ha","83762","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01315","Figs","2020","2020","t","299450","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01929.01","Flax, raw or retted","2020","2020","ha","8601.86","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01929.01","Flax, raw or retted","2020","2020","100 g/ha","8971.93","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01929.01","Flax, raw or retted","2020","2020","t","7717.53","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01330","Grapes","2020","2020","ha","78722","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01330","Grapes","2020","2020","100 g/ha","150403","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01330","Grapes","2020","2020","t","1184000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01252","Green garlic","2020","2020","ha","18150","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01252","Green garlic","2020","2020","100 g/ha","207769","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01252","Green garlic","2020","2020","t","377100","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","66169","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0142","Groundnuts, excluding shelled","2020","2020","100 g/ha","33170","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","219480","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01922.01","Jute, raw or retted","2020","2020","ha","896","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01922.01","Jute, raw or retted","2020","2020","100 g/ha","25377","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01922.01","Jute, raw or retted","2020","2020","t","2272.54","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","16201","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01322","Lemons and limes","2020","2020","100 g/ha","232177","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01322","Lemons and limes","2020","2020","t","376150","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","630","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01704","Lentils, dry","2020","2020","100 g/ha","23317","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01704","Lentils, dry","2020","2020","t","1469","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","3700","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01214","Lettuce and chicory","2020","2020","100 g/ha","210811","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01214","Lettuce and chicory","2020","2020","t","78000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01441","Linseed","2020","2020","ha","5000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01441","Linseed","2020","2020","100 g/ha","36000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01441","Linseed","2020","2020","t","18000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01709.02","Lupins","2020","2020","ha","98","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01709.02","Lupins","2020","2020","100 g/ha","20714","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01709.02","Lupins","2020","2020","t","203","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","976401","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0112","Maize (corn)","2020","2020","100 g/ha","77767","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2020","2020","t","7593175","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2020","2020","ha","145630","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","100 g/ha","106046","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","1544350","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01239.01","Okra","2020","2020","ha","6150","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01239.01","Okra","2020","2020","100 g/ha","142114","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01239.01","Okra","2020","2020","t","87400","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01450","Olives","2020","2020","ha","101000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01450","Olives","2020","2020","100 g/ha","95881","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01450","Olives","2020","2020","t","968400","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","90084","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","100 g/ha","355141","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","3199250","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01323","Oranges","2020","2020","ha","180087","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01323","Oranges","2020","2020","100 g/ha","220238","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01323","Oranges","2020","2020","t","3966200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","27046","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01241.90","Other beans, green","2020","2020","100 g/ha","99632","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01241.90","Other beans, green","2020","2020","t","269463.31","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","ha","28","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","100 g/ha","79770","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","t","224.64","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","410","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","100 g/ha","135331","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","5547.2","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","23253","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01359.90","Other fruits, n.e.c.","2020","2020","100 g/ha","212871","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","494995.86","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","1407","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","100 g/ha","28074","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","t","3950","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","3218","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01709.90","Other pulses n.e.c.","2020","2020","100 g/ha","22307","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","t","7178.79","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01349.20","Other stone fruits","2020","2020","ha","147","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01349.20","Other stone fruits","2020","2020","100 g/ha","76422","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01349.20","Other stone fruits","2020","2020","t","1121.56","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","3476","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","100 g/ha","78481","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","27277.77","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","120060","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","100 g/ha","58241","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","699236.14","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","14560","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01345","Peaches and nectarines","2020","2020","100 g/ha","187843","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01345","Peaches and nectarines","2020","2020","t","273500","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01342.01","Pears","2020","2020","ha","6850","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01342.01","Pears","2020","2020","100 g/ha","115839","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01342.01","Pears","2020","2020","t","79350","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01705","Peas, dry","2020","2020","ha","145","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01705","Peas, dry","2020","2020","100 g/ha","28966","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01705","Peas, dry","2020","2020","t","420","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01242","Peas, green","2020","2020","ha","19080","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01242","Peas, green","2020","2020","100 g/ha","79665","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01242","Peas, green","2020","2020","t","152000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01930.01","Peppermint, spearmint","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01930.01","Peppermint, spearmint","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","1390","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01346","Plums and sloes","2020","2020","100 g/ha","124317","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01346","Plums and sloes","2020","2020","t","17280","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","120","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01321","Pomelos and grapefruits","2020","2020","100 g/ha","145833","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01321","Pomelos and grapefruits","2020","2020","t","1750","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01510","Potatoes","2020","2020","ha","275640","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01510","Potatoes","2020","2020","100 g/ha","246203","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01510","Potatoes","2020","2020","t","6786340","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","19250","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01235","Pumpkins, squash and gourds","2020","2020","100 g/ha","215688","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","415200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01342.02","Quinces","2020","2020","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01342.02","Quinces","2020","2020","100 g/ha","72389","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01342.02","Quinces","2020","2020","t","43.43","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2020","2020","ha","499361","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0113","Rice","2020","2020","100 g/ha","96203","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2020","2020","t","4804000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0116","Rye","2020","2020","ha","46394","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0116","Rye","2020","2020","100 g/ha","19998","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0116","Rye","2020","2020","t","92781.11","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","76918","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01921.01","Seed cotton, unginned","2020","2020","100 g/ha","20801","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","160000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01444","Sesame seed","2020","2020","ha","45200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","01444","Sesame seed","2020","2020","100 g/ha","13584","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","01444","Sesame seed","2020","2020","t","61400","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0114","Sorghum","2020","2020","ha","153340","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0114","Sorghum","2020","2020","100 g/ha","49446","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0114","Sorghum","2020","2020","t","758200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2020","2020","ha","12623","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0141","Soya beans","2020","2020","100 g/ha","28852","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2020","2020","t","36420","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","01215","Spinach","2020","2020","ha","2010","A","Official figure",""
